customer_id,recency_cltv_weekly,T_weekly,frequency,monetary_cltv_avg,exp_sales_3_month,exp_sales_6_month,exp_average_value,cltv,cltv_segment
cc294636-19f0-11eb-8d74-000d3a38a36f,17.0,30.571428571428573,5.0,187.874,0.9739265135444355,1.947853027088871,193.63267875855934,395.7332343258964,A
f431bd5a-ab7b-11e9-a2fc-000d3a38a36f,209.85714285714286,224.85714285714286,21.0,95.88333333333333,0.9831614610841893,1.9663229221683742,96.66504795095446,199.43069329013102,B
69b69676-1a40-11ea-941b-000d3a38a36f,52.285714285714285,78.85714285714286,5.0,117.06400000000001,0.6705859434284757,1.3411718868569513,120.96761941451061,170.22418427100135,B
1854e56c-491f-11eb-806e-000d3a38a36f,1.5714285714285714,20.857142857142858,2.0,60.985,0.70041176623764,1.40082353247528,67.32014546905648,98.94552585349822,D
d6ea1074-f1f5-11e9-9346-000d3a38a36f,83.14285714285714,95.42857142857143,2.0,104.99000000000001,0.39603867236013607,0.7920773447202721,114.32510847125536,95.01165870978966,D
e585280e-aae1-11e9-a2fc-000d3a38a36f,120.85714285714286,132.28571428571428,3.0,66.95333333333333,0.3835812324168878,0.7671624648337756,71.34814778876209,57.42985706613964,D
c445e4ee-6242-11ea-9d1a-000d3a38a36f,32.57142857142857,64.85714285714286,4.0,93.9825,0.652066436769837,1.304132873539674,98.13335714870317,134.27840844358252,C
3f1b4dc8-8a7d-11ea-8ec0-000d3a38a36f,12.714285714285714,54.57142857142857,2.0,81.815,0.5197998770716753,1.039599754143351,89.5701938575533,97.70063099694366,D
cfbda69e-5b4f-11ea-aca7-000d3a38a36f,58.42857142857143,70.71428571428571,5.0,210.93800000000002,0.707760770067276,1.4155215401345511,217.30090257879857,322.7347269832639,A
1143f032-440d-11ea-8b43-000d3a38a36f,61.714285714285715,96.0,2.0,82.98,0.3947242464292395,0.7894484928584792,90.81461567092819,75.22240865686629,D
ae608ece-c9d8-11ea-a31e-000d3a38a36f,0.8571428571428571,45.285714285714285,2.0,57.489999999999995,0.5595396245257123,1.1190792490514245,63.58688002893184,74.66138557660366,D
c2e15af2-9eed-11e9-9897-000d3a38a36f,306.42857142857144,308.2857142857143,20.0,143.07999999999998,0.7385996666942716,1.4771993333885347,144.2042060022903,223.50369993698445,B
2854f11a-0185-11ea-a5e8-000d3a38a36f,74.85714285714286,81.71428571428571,4.0,78.1125,0.5824470137839339,1.1648940275678672,81.74023406113807,99.905634402159,D
ec6c382a-3e97-11ea-a823-000d3a38a36f,77.28571428571429,98.28571428571429,4.0,139.4475,0.5271215196763047,1.0542430393526028,145.09702073888258,160.49700176788625,C
241f0ad0-afb5-11e9-9757-000d3a38a36f,126.28571428571429,126.57142857142857,24.0,183.88708333333332,1.637340453626784,3.274680907253563,185.04111364902403,635.7771387873751,A
13ed97a4-b167-11e9-89fa-000d3a38a36f,61.57142857142857,102.71428571428571,8.0,116.545,0.7823982892974056,1.5647965785948112,118.95261154468164,195.2987912667202,B
d9b77226-a509-11e9-a2fc-000d3a38a36f,92.42857142857143,121.28571428571429,5.0,99.05,0.5264945766968533,1.0529891533937057,102.4816939940376,113.22383988962605,C
efb82ba4-aaba-11e9-a2fc-000d3a38a36f,80.0,98.85714285714286,4.0,222.215,0.52540059666398,1.05080119332796,230.59278728897993,254.23419435774898,A
1ee5ae66-7237-11eb-aa44-000d3a38a36f,7.571428571428571,14.857142857142858,2.0,133.56,0.7465777951448332,1.493155590289666,144.84281766277502,226.91840149937082,B
2730793e-3908-11ea-85d6-000d3a38a36f,46.57142857142857,96.14285714285714,2.0,157.49,0.3943970020950358,0.7887940041900714,170.40420306540244,141.0300271924944,C
4da5c2ba-403b-11ea-aa6b-000d3a38a36f,72.42857142857143,90.71428571428571,2.0,54.985,0.4072261431290512,0.8144522862581031,60.91110608686825,52.051088864838555,D
7b289956-d691-11e9-93bc-000d3a38a36f,65.14285714285714,91.85714285714286,3.0,243.55666666666664,0.4758724141168229,0.9517448282336511,255.79955150310005,255.4394618365954,A
1a9b39d8-40ac-11ea-9be8-000d3a38a36f,28.0,80.28571428571429,2.0,109.985,0.4343694336083951,0.8687388672167891,119.66063375692707,109.07073435691089,D
4fbb0cbe-9085-11ea-af25-000d3a38a36f,37.57142857142857,55.142857142857146,2.0,121.225,0.5175379266996806,1.0350758533993611,131.66690086622637,142.99355949570892,C
d1fabf76-7171-11eb-a3e2-000d3a38a36f,11.0,15.142857142857142,4.0,276.64,1.0070677020585925,2.014135404117187,286.81179951586904,606.1126723587527,A
6ff327d4-b0e1-11e9-9757-000d3a38a36f,50.0,69.0,3.0,115.81666666666666,0.5507977225798147,1.1015954451596273,122.3829173674503,141.45249742429624,C
7e7732ae-2d78-11eb-8062-000d3a299ebf,19.142857142857142,27.142857142857142,2.0,266.155,0.6577986021295917,1.3155972042591844,286.4772471429831,395.440150706721,A
c1f8f878-9f35-11e9-9897-000d3a38a36f,404.0,417.14285714285717,4.0,32.7175,0.18641347677415318,0.37282695354830303,34.84887788218294,13.632132136383069,D
5e1830d8-9e24-11e9-9897-000d3a38a36f,7.142857142857143,27.714285714285715,3.0,156.15666666666667,0.7696908973999496,1.5393817947998991,164.51558545130902,265.7180641408531,A
a46cc34a-a19f-11e9-a2fc-000d3a38a36f,92.0,118.28571428571429,2.0,87.99,0.34948718506525617,0.6989743701305119,96.16616355505535,70.52632082332656,D
1618f596-130a-11ea-a001-000d3a38a36f,110.14285714285714,117.42857142857143,5.0,166.564,0.5369840138867147,1.0739680277734285,171.7644057092488,193.54956962158948,B
c864868a-5134-11ea-99ba-000d3a38a36f,51.285714285714285,86.28571428571429,3.0,175.65,0.49219225046999915,0.9843845009400027,184.87518245630042,190.94622160687038,B
57b22f66-d6a3-11e9-93bc-000d3a38a36f,76.71428571428571,91.71428571428571,5.0,147.488,0.6192309395452177,1.2384618790904363,152.18865832827052,197.75734275485263,B
fb840306-1219-11ea-a001-000d3a38a36f,54.857142857142854,71.42857142857143,8.0,115.455,0.9482366029555426,1.8964732059110851,117.84493798704439,234.49054160462055,B
